Country,Indicator,Year,Sex,Age,Value
Global,Estimated number of annual AIDS-related deaths,2004,Female,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,2004,Female,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2004,Female,Age 10-14,"11,000"
Global,Estimated number of annual AIDS-related deaths,2004,Female,Age 10-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2004,Female,Age 15-19,"12,000"
Global,Estimated number of annual AIDS-related deaths,2004,Female,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,2004,Male,Age 0-14,"160,000"
Global,Estimated number of annual AIDS-related deaths,2004,Male,Age 0-19,"170,000"
Global,Estimated number of annual AIDS-related deaths,2004,Male,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,2004,Male,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2004,Male,Age 10-14,"11,000"
Global,Estimated number of annual AIDS-related deaths,2004,Male,Age 10-19,"18,000"
Global,Estimated number of annual AIDS-related deaths,2004,Male,Age 15-19,"7,400"
Global,Estimated number of annual AIDS-related deaths,2004,Male,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,2005,Both,Age 0-14,"320,000"
Global,Estimated number of annual AIDS-related deaths,2005,Both,Age 0-19,"340,000"
Global,Estimated number of annual AIDS-related deaths,2005,Both,Age 0-4,"260,000"
Global,Estimated number of annual AIDS-related deaths,2005,Both,Age 0-9,"290,000"
Global,Estimated number of annual AIDS-related deaths,2005,Both,Age 10-14,"24,000"
Global,Estimated number of annual AIDS-related deaths,2005,Both,Age 10-19,"45,000"
Global,Estimated number of annual AIDS-related deaths,2005,Both,Age 15-19,"20,000"
Global,Estimated number of annual AIDS-related deaths,2005,Both,Age 5-9,"34,000"
Global,Estimated number of annual AIDS-related deaths,2005,Female,Age 0-14,"160,000"
Global,Estimated number of annual AIDS-related deaths,2005,Female,Age 0-19,"170,000"
Global,Estimated number of annual AIDS-related deaths,2005,Female,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,2005,Female,Age 0-9,"140,000"
Global,Estimated number of annual AIDS-related deaths,2005,Female,Age 10-14,"12,000"
Global,Estimated number of annual AIDS-related deaths,2005,Female,Age 10-19,"24,000"
Global,Estimated number of annual AIDS-related deaths,2005,Female,Age 15-19,"12,000"
Global,Estimated number of annual AIDS-related deaths,2005,Female,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,2005,Male,Age 0-14,"160,000"
Global,Estimated number of annual AIDS-related deaths,2005,Male,Age 0-19,"170,000"
Global,Estimated number of annual AIDS-related deaths,2005,Male,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,2005,Male,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2005,Male,Age 10-14,"12,000"
Global,Estimated number of annual AIDS-related deaths,2005,Male,Age 10-19,"21,000"
Global,Estimated number of annual AIDS-related deaths,2005,Male,Age 15-19,"8,300"
Global,Estimated number of annual AIDS-related deaths,2005,Male,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,2006,Both,Age 0-14,"310,000"
Global,Estimated number of annual AIDS-related deaths,2006,Both,Age 0-19,"330,000"
Global,Estimated number of annual AIDS-related deaths,2006,Both,Age 0-4,"250,000"
Global,Estimated number of annual AIDS-related deaths,2006,Both,Age 0-9,"290,000"
Global,Estimated number of annual AIDS-related deaths,2006,Both,Age 10-14,"26,000"
Global,Estimated number of annual AIDS-related deaths,2006,Both,Age 10-19,"48,000"
Global,Estimated number of annual AIDS-related deaths,2006,Both,Age 15-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2006,Both,Age 5-9,"35,000"
Global,Estimated number of annual AIDS-related deaths,2006,Female,Age 0-14,"150,000"
Global,Estimated number of annual AIDS-related deaths,2006,Female,Age 0-19,"170,000"
Global,Estimated number of annual AIDS-related deaths,2006,Female,Age 0-4,"120,000"
Global,Estimated number of annual AIDS-related deaths,2006,Female,Age 0-9,"140,000"
Global,Estimated number of annual AIDS-related deaths,2006,Female,Age 10-14,"13,000"
Global,Estimated number of annual AIDS-related deaths,2006,Female,Age 10-19,"26,000"
Global,Estimated number of annual AIDS-related deaths,2006,Female,Age 15-19,"13,000"
Global,Estimated number of annual AIDS-related deaths,2006,Female,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,2006,Male,Age 0-14,"160,000"
Global,Estimated number of annual AIDS-related deaths,2006,Male,Age 0-19,"170,000"
Global,Estimated number of annual AIDS-related deaths,2006,Male,Age 0-4,"130,000"
Global,Estimated number of annual AIDS-related deaths,2006,Male,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2006,Male,Age 10-14,"13,000"
Global,Estimated number of annual AIDS-related deaths,2006,Male,Age 10-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2006,Male,Age 15-19,"9,000"
Global,Estimated number of annual AIDS-related deaths,2006,Male,Age 5-9,"18,000"
Global,Estimated number of annual AIDS-related deaths,2007,Both,Age 0-14,"300,000"
Global,Estimated number of annual AIDS-related deaths,2007,Both,Age 0-19,"320,000"
Global,Estimated number of annual AIDS-related deaths,2007,Both,Age 0-4,"240,000"
Global,Estimated number of annual AIDS-related deaths,2007,Both,Age 0-9,"270,000"
Global,Estimated number of annual AIDS-related deaths,2007,Both,Age 10-14,"28,000"
Global,Estimated number of annual AIDS-related deaths,2007,Both,Age 10-19,"50,000"
Global,Estimated number of annual AIDS-related deaths,2007,Both,Age 15-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2007,Both,Age 5-9,"35,000"
Global,Estimated number of annual AIDS-related deaths,2007,Female,Age 0-14,"150,000"
Global,Estimated number of annual AIDS-related deaths,2007,Female,Age 0-19,"160,000"
Global,Estimated number of annual AIDS-related deaths,2007,Female,Age 0-4,"120,000"
Global,Estimated number of annual AIDS-related deaths,2007,Female,Age 0-9,"130,000"
Global,Estimated number of annual AIDS-related deaths,2007,Female,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2007,Female,Age 10-19,"27,000"
Global,Estimated number of annual AIDS-related deaths,2007,Female,Age 15-19,"13,000"
Global,Estimated number of annual AIDS-related deaths,2007,Female,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,2007,Male,Age 0-14,"150,000"
Global,Estimated number of annual AIDS-related deaths,2007,Male,Age 0-19,"160,000"
Global,Estimated number of annual AIDS-related deaths,2007,Male,Age 0-4,"120,000"
Global,Estimated number of annual AIDS-related deaths,2007,Male,Age 0-9,"140,000"
Global,Estimated number of annual AIDS-related deaths,2007,Male,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2007,Male,Age 10-19,"24,000"
Global,Estimated number of annual AIDS-related deaths,2007,Male,Age 15-19,"9,400"
Global,Estimated number of annual AIDS-related deaths,2007,Male,Age 5-9,"18,000"
Global,Estimated number of annual AIDS-related deaths,2008,Both,Age 0-14,"280,000"
Global,Estimated number of annual AIDS-related deaths,2008,Both,Age 0-19,"300,000"
Global,Estimated number of annual AIDS-related deaths,2008,Both,Age 0-4,"210,000"
Global,Estimated number of annual AIDS-related deaths,2008,Both,Age 0-9,"250,000"
Global,Estimated number of annual AIDS-related deaths,2008,Both,Age 10-14,"29,000"
Global,Estimated number of annual AIDS-related deaths,2008,Both,Age 10-19,"51,000"
Global,Estimated number of annual AIDS-related deaths,2008,Both,Age 15-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2008,Both,Age 5-9,"34,000"
Global,Estimated number of annual AIDS-related deaths,2008,Female,Age 0-14,"140,000"
Global,Estimated number of annual AIDS-related deaths,2008,Female,Age 0-19,"150,000"
Global,Estimated number of annual AIDS-related deaths,2008,Female,Age 0-4,"110,000"
Global,Estimated number of annual AIDS-related deaths,2008,Female,Age 0-9,"120,000"
Global,Estimated number of annual AIDS-related deaths,2008,Female,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2008,Female,Age 10-19,"27,000"
Global,Estimated number of annual AIDS-related deaths,2008,Female,Age 15-19,"13,000"
Global,Estimated number of annual AIDS-related deaths,2008,Female,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,2008,Male,Age 0-14,"140,000"
Global,Estimated number of annual AIDS-related deaths,2008,Male,Age 0-19,"150,000"
Global,Estimated number of annual AIDS-related deaths,2008,Male,Age 0-4,"110,000"
Global,Estimated number of annual AIDS-related deaths,2008,Male,Age 0-9,"130,000"
Global,Estimated number of annual AIDS-related deaths,2008,Male,Age 10-14,"15,000"
Global,Estimated number of annual AIDS-related deaths,2008,Male,Age 10-19,"24,000"
Global,Estimated number of annual AIDS-related deaths,2008,Male,Age 15-19,"9,700"
Global,Estimated number of annual AIDS-related deaths,2008,Male,Age 5-9,"17,000"
Global,Estimated number of annual AIDS-related deaths,2009,Both,Age 0-14,"250,000"
Global,Estimated number of annual AIDS-related deaths,2009,Both,Age 0-19,"270,000"
Global,Estimated number of annual AIDS-related deaths,2009,Both,Age 0-4,"190,000"
Global,Estimated number of annual AIDS-related deaths,2009,Both,Age 0-9,"220,000"
Global,Estimated number of annual AIDS-related deaths,2009,Both,Age 10-14,"28,000"
Global,Estimated number of annual AIDS-related deaths,2009,Both,Age 10-19,"51,000"
Global,Estimated number of annual AIDS-related deaths,2009,Both,Age 15-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2009,Both,Age 5-9,"32,000"
Global,Estimated number of annual AIDS-related deaths,2009,Female,Age 0-14,"120,000"
Global,Estimated number of annual AIDS-related deaths,2009,Female,Age 0-19,"130,000"
Global,Estimated number of annual AIDS-related deaths,2009,Female,Age 0-4,"92,000"
Global,Estimated number of annual AIDS-related deaths,2009,Female,Age 0-9,"110,000"
Global,Estimated number of annual AIDS-related deaths,2009,Female,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2009,Female,Age 10-19,"27,000"
Global,Estimated number of annual AIDS-related deaths,2009,Female,Age 15-19,"13,000"
Global,Estimated number of annual AIDS-related deaths,2009,Female,Age 5-9,"16,000"
Global,Estimated number of annual AIDS-related deaths,2009,Male,Age 0-14,"120,000"
Global,Estimated number of annual AIDS-related deaths,2009,Male,Age 0-19,"130,000"
Global,Estimated number of annual AIDS-related deaths,2009,Male,Age 0-4,"94,000"
Global,Estimated number of annual AIDS-related deaths,2009,Male,Age 0-9,"110,000"
Global,Estimated number of annual AIDS-related deaths,2009,Male,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2009,Male,Age 10-19,"24,000"
Global,Estimated number of annual AIDS-related deaths,2009,Male,Age 15-19,"9,700"
Global,Estimated number of annual AIDS-related deaths,2009,Male,Age 5-9,"16,000"
Global,Estimated number of annual AIDS-related deaths,2010,Both,Age 0-14,"220,000"
Global,Estimated number of annual AIDS-related deaths,2010,Both,Age 0-19,"240,000"
Global,Estimated number of annual AIDS-related deaths,2010,Both,Age 0-4,"160,000"
Global,Estimated number of annual AIDS-related deaths,2010,Both,Age 0-9,"190,000"
Global,Estimated number of annual AIDS-related deaths,2010,Both,Age 10-14,"28,000"
Global,Estimated number of annual AIDS-related deaths,2010,Both,Age 10-19,"50,000"
Global,Estimated number of annual AIDS-related deaths,2010,Both,Age 15-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2010,Both,Age 5-9,"30,000"
Global,Estimated number of annual AIDS-related deaths,2010,Female,Age 0-14,"110,000"
Global,Estimated number of annual AIDS-related deaths,2010,Female,Age 0-19,"120,000"
Global,Estimated number of annual AIDS-related deaths,2010,Female,Age 0-4,"80,000"
Global,Estimated number of annual AIDS-related deaths,2010,Female,Age 0-9,"95,000"
Global,Estimated number of annual AIDS-related deaths,2010,Female,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2010,Female,Age 10-19,"26,000"
Global,Estimated number of annual AIDS-related deaths,2010,Female,Age 15-19,"12,000"
Global,Estimated number of annual AIDS-related deaths,2010,Female,Age 5-9,"15,000"
Global,Estimated number of annual AIDS-related deaths,2010,Male,Age 0-14,"110,000"
Global,Estimated number of annual AIDS-related deaths,2010,Male,Age 0-19,"120,000"
Global,Estimated number of annual AIDS-related deaths,2010,Male,Age 0-4,"82,000"
Global,Estimated number of annual AIDS-related deaths,2010,Male,Age 0-9,"98,000"
Global,Estimated number of annual AIDS-related deaths,2010,Male,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2010,Male,Age 10-19,"24,000"
Global,Estimated number of annual AIDS-related deaths,2010,Male,Age 15-19,"9,900"
Global,Estimated number of annual AIDS-related deaths,2010,Male,Age 5-9,"15,000"
Global,Estimated number of annual AIDS-related deaths,2011,Both,Age 0-14,"200,000"
Global,Estimated number of annual AIDS-related deaths,2011,Both,Age 0-19,"220,000"
Global,Estimated number of annual AIDS-related deaths,2011,Both,Age 0-4,"140,000"
Global,Estimated number of annual AIDS-related deaths,2011,Both,Age 0-9,"170,000"
Global,Estimated number of annual AIDS-related deaths,2011,Both,Age 10-14,"27,000"
Global,Estimated number of annual AIDS-related deaths,2011,Both,Age 10-19,"49,000"
Global,Estimated number of annual AIDS-related deaths,2011,Both,Age 15-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2011,Both,Age 5-9,"28,000"
Global,Estimated number of annual AIDS-related deaths,2011,Female,Age 0-14,"97,000"
Global,Estimated number of annual AIDS-related deaths,2011,Female,Age 0-19,"110,000"
Global,Estimated number of annual AIDS-related deaths,2011,Female,Age 0-4,"70,000"
Global,Estimated number of annual AIDS-related deaths,2011,Female,Age 0-9,"84,000"
Global,Estimated number of annual AIDS-related deaths,2011,Female,Age 10-14,"13,000"
Global,Estimated number of annual AIDS-related deaths,2011,Female,Age 10-19,"25,000"
Global,Estimated number of annual AIDS-related deaths,2011,Female,Age 15-19,"12,000"
Global,Estimated number of annual AIDS-related deaths,2011,Female,Age 5-9,"14,000"
Global,Estimated number of annual AIDS-related deaths,2011,Male,Age 0-14,"100,000"
Global,Estimated number of annual AIDS-related deaths,2011,Male,Age 0-19,"110,000"
Global,Estimated number of annual AIDS-related deaths,2011,Male,Age 0-4,"72,000"
Global,Estimated number of annual AIDS-related deaths,2011,Male,Age 0-9,"86,000"
Global,Estimated number of annual AIDS-related deaths,2011,Male,Age 10-14,"14,000"
Global,Estimated number of annual AIDS-related deaths,2011,Male,Age 10-19,"24,000"
Global,Estimated number of annual AIDS-related deaths,2011,Male,Age 15-19,"10,000"
Global,Estimated number of annual AIDS-related deaths,2011,Male,Age 5-9,"14,000"
Global,Estimated number of annual AIDS-related deaths,2012,Both,Age 0-14,"180,000"
Global,Estimated number of annual AIDS-related deaths,2012,Both,Age 0-19,"200,000"
Global,Estimated number of annual AIDS-related deaths,2012,Both,Age 0-4,"120,000"
Global,Estimated number of annual AIDS-related deaths,2012,Both,Age 0-9,"150,000"
Global,Estimated number of annual AIDS-related deaths,2012,Both,Age 10-14,"26,000"
Global,Estimated number of annual AIDS-related deaths,2012,Both,Age 10-19,"48,000"
Global,Estimated number of annual AIDS-related deaths,2012,Both,Age 15-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2012,Both,Age 5-9,"26,000"
Global,Estimated number of annual AIDS-related deaths,2012,Female,Age 0-14,"87,000"
Global,Estimated number of annual AIDS-related deaths,2012,Female,Age 0-19,"99,000"
Global,Estimated number of annual AIDS-related deaths,2012,Female,Age 0-4,"62,000"
Global,Estimated number of annual AIDS-related deaths,2012,Female,Age 0-9,"74,000"
Global,Estimated number of annual AIDS-related deaths,2012,Female,Age 10-14,"13,000"
Global,Estimated number of annual AIDS-related deaths,2012,Female,Age 10-19,"24,000"
Global,Estimated number of annual AIDS-related deaths,2012,Female,Age 15-19,"12,000"
Global,Estimated number of annual AIDS-related deaths,2012,Female,Age 5-9,"13,000"
Global,Estimated number of annual AIDS-related deaths,2012,Male,Age 0-14,"89,000"
Global,Estimated number of annual AIDS-related deaths,2012,Male,Age 0-19,"100,000"
Global,Estimated number of annual AIDS-related deaths,2012,Male,Age 0-4,"63,000"
Global,Estimated number of annual AIDS-related deaths,2012,Male,Age 0-9,"76,000"
Global,Estimated number of annual AIDS-related deaths,2012,Male,Age 10-14,"13,000"
Global,Estimated number of annual AIDS-related deaths,2012,Male,Age 10-19,"23,000"
Global,Estimated number of annual AIDS-related deaths,2012,Male,Age 15-19,"10,000"
Global,Estimated number of annual AIDS-related deaths,2012,Male,Age 5-9,"13,000"
Global,Estimated number of annual AIDS-related deaths,2013,Both,Age 0-14,"160,000"
Global,Estimated number of annual AIDS-related deaths,2013,Both,Age 0-19,"180,000"
Global,Estimated number of annual AIDS-related deaths,2013,Both,Age 0-4,"110,000"
Global,Estimated number of annual AIDS-related deaths,2013,Both,Age 0-9,"130,000"
Global,Estimated number of annual AIDS-related deaths,2013,Both,Age 10-14,"24,000"
Global,Estimated number of annual AIDS-related deaths,2013,Both,Age 10-19,"46,000"
Global,Estimated number of annual AIDS-related deaths,2013,Both,Age 15-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2013,Both,Age 5-9,"24,000"
Global,Estimated number of annual AIDS-related deaths,2013,Female,Age 0-14,"77,000"
Global,Estimated number of annual AIDS-related deaths,2013,Female,Age 0-19,"88,000"
Global,Estimated number of annual AIDS-related deaths,2013,Female,Age 0-4,"53,000"
Global,Estimated number of annual AIDS-related deaths,2013,Female,Age 0-9,"65,000"
Global,Estimated number of annual AIDS-related deaths,2013,Female,Age 10-14,"12,000"
Global,Estimated number of annual AIDS-related deaths,2013,Female,Age 10-19,"23,000"
Global,Estimated number of annual AIDS-related deaths,2013,Female,Age 15-19,"11,000"
Global,Estimated number of annual AIDS-related deaths,2013,Female,Age 5-9,"12,000"
Global,Estimated number of annual AIDS-related deaths,2013,Male,Age 0-14,"79,000"
Global,Estimated number of annual AIDS-related deaths,2013,Male,Age 0-19,"90,000"
Global,Estimated number of annual AIDS-related deaths,2013,Male,Age 0-4,"55,000"
Global,Estimated number of annual AIDS-related deaths,2013,Male,Age 0-9,"67,000"
Global,Estimated number of annual AIDS-related deaths,2013,Male,Age 10-14,"12,000"
Global,Estimated number of annual AIDS-related deaths,2013,Male,Age 10-19,"23,000"
Global,Estimated number of annual AIDS-related deaths,2013,Male,Age 15-19,"11,000"
Global,Estimated number of annual AIDS-related deaths,2013,Male,Age 5-9,"12,000"
Global,Estimated number of annual AIDS-related deaths,2014,Both,Age 0-14,"140,000"
Global,Estimated number of annual AIDS-related deaths,2014,Both,Age 0-19,"160,000"
Global,Estimated number of annual AIDS-related deaths,2014,Both,Age 0-4,"96,000"
Global,Estimated number of annual AIDS-related deaths,2014,Both,Age 0-9,"120,000"
Global,Estimated number of annual AIDS-related deaths,2014,Both,Age 10-14,"23,000"
Global,Estimated number of annual AIDS-related deaths,2014,Both,Age 10-19,"44,000"
Global,Estimated number of annual AIDS-related deaths,2014,Both,Age 15-19,"21,000"
Global,Estimated number of annual AIDS-related deaths,2014,Both,Age 5-9,"22,000"
Global,Estimated number of annual AIDS-related deaths,2014,Female,Age 0-14,"69,000"
Global,Estimated number of annual AIDS-related deaths,2014,Female,Age 0-19,"80,000"
Global,Estimated number of annual AIDS-related deaths,2014,Female,Age 0-4,"47,000"
Global,Estimated number of annual AIDS-related deaths,2014,Female,Age 0-9,"58,000"
Global,Estimated number of annual AIDS-related deaths,2014,Female,Age 10-14,"11,000"
Global,Estimated number of annual AIDS-related deaths,2014,Female,Age 10-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2014,Female,Age 15-19,"11,000"
Global,Estimated number of annual AIDS-related deaths,2014,Female,Age 5-9,"11,000"
Global,Estimated number of annual AIDS-related deaths,2014,Male,Age 0-14,"71,000"
Global,Estimated number of annual AIDS-related deaths,2014,Male,Age 0-19,"82,000"
Global,Estimated number of annual AIDS-related deaths,2014,Male,Age 0-4,"49,000"
Global,Estimated number of annual AIDS-related deaths,2014,Male,Age 0-9,"60,000"
Global,Estimated number of annual AIDS-related deaths,2014,Male,Age 10-14,"11,000"
Global,Estimated number of annual AIDS-related deaths,2014,Male,Age 10-19,"22,000"
Global,Estimated number of annual AIDS-related deaths,2014,Male,Age 15-19,"10,000"
Global,Estimated number of annual AIDS-related deaths,2014,Male,Age 5-9,"11,000"
Global,Estimated number of annual AIDS-related deaths,2015,Both,Age 0-14,"130,000"
Global,Estimated number of annual AIDS-related deaths,2015,Both,Age 0-19,"150,000"
Global,Estimated number of annual AIDS-related deaths,2015,Both,Age 0-4,"87,000"
Global,Estimated number of annual AIDS-related deaths,2015,Both,Age 0-9,"110,000"
Global,Estimated number of annual AIDS-related deaths,2015,Both,Age 10-14,"22,000"
Global,Estimated number of annual AIDS-related deaths,2015,Both,Age 10-19,"42,000"
Global,Estimated number of annual AIDS-related deaths,2015,Both,Age 15-19,"20,000"
Global,Estimated number of annual AIDS-related deaths,2015,Both,Age 5-9,"20,000"
Global,Estimated number of annual AIDS-related deaths,2015,Female,Age 0-14,"63,000"
Global,Estimated number of annual AIDS-related deaths,2015,Female,Age 0-19,"74,000"
Global,Estimated number of annual AIDS-related deaths,2015,Female,Age 0-4,"43,000"
Global,Estimated number of annual AIDS-related deaths,2015,Female,Age 0-9,"53,000"
Global,Estimated number of annual AIDS-related deaths,2015,Female,Age 10-14,"11,000"
Global,Estimated number of annual AIDS-related deaths,2015,Female,Age 10-19,"21,000"
Global,Estimated number of annual AIDS-related deaths,2015,Female,Age 15-19,"10,000"
Global,Estimated number of annual AIDS-related deaths,2015,Female,Age 5-9,"9,700"
Global,Estimated number of annual AIDS-related deaths,2015,Male,Age 0-14,"65,000"
Global,Estimated number of annual AIDS-related deaths,2015,Male,Age 0-19,"75,000"
Global,Estimated number of annual AIDS-related deaths,2015,Male,Age 0-4,"44,000"
Global,Estimated number of annual AIDS-related deaths,2015,Male,Age 0-9,"54,000"
Global,Estimated number of annual AIDS-related deaths,2015,Male,Age 10-14,"11,000"
Global,Estimated number of annual AIDS-related deaths,2015,Male,Age 10-19,"21,000"
Global,Estimated number of annual AIDS-related deaths,2015,Male,Age 15-19,"10,000"
Global,Estimated number of annual AIDS-related deaths,2015,Male,Age 5-9,"10,000"
Global,Estimated number of annual AIDS-related deaths,2016,Both,Age 0-14,"120,000"
Global,Estimated number of annual AIDS-related deaths,2016,Both,Age 0-19,"140,000"
Global,Estimated number of annual AIDS-related deaths,2016,Both,Age 0-4,"77,000"
Global,Estimated number of annual AIDS-related deaths,2016,Both,Age 0-9,"95,000"
Global,Estimated number of annual AIDS-related deaths,2016,Both,Age 10-14,"20,000"
Global,Estimated number of annual AIDS-related deaths,2016,Both,Age 10-19,"40,000"
Global,Estimated number of annual AIDS-related deaths,2016,Both,Age 15-19,"20,000"
Global,Estimated number of annual AIDS-related deaths,2016,Both,Age 5-9,"18,000"
Global,Estimated number of annual AIDS-related deaths,2016,Female,Age 0-14,"57,000"
Global,Estimated number of annual AIDS-related deaths,2016,Female,Age 0-19,"67,000"
Global,Estimated number of annual AIDS-related deaths,2016,Female,Age 0-4,"38,000"
Global,Estimated number of annual AIDS-related deaths,2016,Female,Age 0-9,"47,000"
Global,Estimated number of annual AIDS-related deaths,2016,Female,Age 10-14,"10,000"
Global,Estimated number of annual AIDS-related deaths,2016,Female,Age 10-19,"20,000"
Global,Estimated number of annual AIDS-related deaths,2016,Female,Age 15-19,"9,800"
Global,Estimated number of annual AIDS-related deaths,2016,Female,Age 5-9,"8,600"
Global,Estimated number of annual AIDS-related deaths,2016,Male,Age 0-14,"59,000"
Global,Estimated number of annual AIDS-related deaths,2016,Male,Age 0-19,"68,000"
Global,Estimated number of annual AIDS-related deaths,2016,Male,Age 0-4,"39,000"
Global,Estimated number of annual AIDS-related deaths,2016,Male,Age 0-9,"48,000"
Global,Estimated number of annual AIDS-related deaths,2016,Male,Age 10-14,"10,000"
Global,Estimated number of annual AIDS-related deaths,2016,Male,Age 10-19,"20,000"
Global,Estimated number of annual AIDS-related deaths,2016,Male,Age 15-19,"9,800"
Global,Estimated number of annual AIDS-related deaths,2016,Male,Age 5-9,"9,000"
Global,Estimated number of annual AIDS-related deaths,2017,Both,Age 0-14,"110,000"
Global,Estimated number of annual AIDS-related deaths,2017,Both,Age 0-19,"130,000"
Global,Estimated number of annual AIDS-related deaths,2017,Both,Age 0-4,"75,000"
Global,Estimated number of annual AIDS-related deaths,2017,Both,Age 0-9,"90,000"
Global,Estimated number of annual AIDS-related deaths,2017,Both,Age 10-14,"19,000"
Global,Estimated number of annual AIDS-related deaths,2017,Both,Age 10-19,"38,000"
Global,Estimated number of annual AIDS-related deaths,2017,Both,Age 15-19,"19,000"
Global,Estimated number of annual AIDS-related deaths,2017,Both,Age 5-9,"16,000"
Global,Estimated number of annual AIDS-related deaths,2017,Female,Age 0-14,"54,000"
Global,Estimated number of annual AIDS-related deaths,2017,Female,Age 0-19,"63,000"
Global,Estimated number of annual AIDS-related deaths,2017,Female,Age 0-4,"37,000"
Global,Estimated number of annual AIDS-related deaths,2017,Female,Age 0-9,"44,000"
Global,Estimated number of annual AIDS-related deaths,2017,Female,Age 10-14,"9,300"
Global,Estimated number of annual AIDS-related deaths,2017,Female,Age 10-19,"19,000"
Global,Estimated number of annual AIDS-related deaths,2017,Female,Age 15-19,"9,600"
Global,Estimated number of annual AIDS-related deaths,2017,Female,Age 5-9,"7,500"
Global,Estimated number of annual AIDS-related deaths,2017,Male,Age 0-14,"55,000"
Global,Estimated number of annual AIDS-related deaths,2017,Male,Age 0-19,"65,000"
Global,Estimated number of annual AIDS-related deaths,2017,Male,Age 0-4,"38,000"
Global,Estimated number of annual AIDS-related deaths,2017,Male,Age 0-9,"46,000"
Global,Estimated number of annual AIDS-related deaths,2017,Male,Age 10-14,"9,700"
Global,Estimated number of annual AIDS-related deaths,2017,Male,Age 10-19,"19,000"
Global,Estimated number of annual AIDS-related deaths,2017,Male,Age 15-19,"9,600"
Global,Estimated number of annual AIDS-related deaths,2017,Male,Age 5-9,"8,000"
Global,Estimated number of annual AIDS-related deaths,2018,Both,Age 0-14,"100,000"
Global,Estimated number of annual AIDS-related deaths,2018,Both,Age 0-19,"120,000"
Global,Estimated number of annual AIDS-related deaths,2018,Both,Age 0-4,"70,000"
Global,Estimated number of annual AIDS-related deaths,2018,Both,Age 0-9,"84,000"
Global,Estimated number of annual AIDS-related deaths,2018,Both,Age 10-14,"17,000"
Global,Estimated number of annual AIDS-related deaths,2018,Both,Age 10-19,"36,000"
Global,Estimated number of annual AIDS-related deaths,2018,Both,Age 15-19,"19,000"
Global,Estimated number of annual AIDS-related deaths,2018,Both,Age 5-9,"13,000"
Global,Estimated number of annual AIDS-related deaths,2018,Female,Age 0-14,"50,000"
Global,Estimated number of annual AIDS-related deaths,2018,Female,Age 0-19,"59,000"
Global,Estimated number of annual AIDS-related deaths,2018,Female,Age 0-4,"35,000"
Global,Estimated number of annual AIDS-related deaths,2018,Female,Age 0-9,"41,000"
Global,Estimated number of annual AIDS-related deaths,2018,Female,Age 10-14,"8,500"
Global,Estimated number of annual AIDS-related deaths,2018,Female,Age 10-19,"18,000"
Global,Estimated number of annual AIDS-related deaths,2018,Female,Age 15-19,"9,200"
Global,Estimated number of annual AIDS-related deaths,2018,Female,Age 5-9,"6,400"
Global,Estimated number of annual AIDS-related deaths,2018,Male,Age 0-14,"51,000"
Global,Estimated number of annual AIDS-related deaths,2018,Male,Age 0-19,"61,000"
Global,Estimated number of annual AIDS-related deaths,2018,Male,Age 0-4,"36,000"
Global,Estimated number of annual AIDS-related deaths,2018,Male,Age 0-9,"43,000"
Global,Estimated number of annual AIDS-related deaths,2018,Male,Age 10-14,"8,900"
Global,Estimated number of annual AIDS-related deaths,2018,Male,Age 10-19,"18,000"
Global,Estimated number of annual AIDS-related deaths,2018,Male,Age 15-19,"9,300"
